
 Lista de Imóveis da Caixa;;Data de geração:;10/06/2024;;;;;;;
 8444410836355 ;SP ;SAO JOSE DOS CAMPOS ;PARQUE INDUSTRIAL ;RUA ALVARO GONCALVES JUNIOR, N. 330, Apto 12A, BL A ;200.000,00;200.000,00;0.00;Apartamento, 0.00 de área total, 48.07 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444410836355
 8787708256965 ;SP ;SAO JOSE DOS CAMPOS ;LIMOEIRO ;RUA EMILIO MARELO, N. 182, Apto 105, BL 1 ;250.000,00;250.000,00;0.00;Apartamento, 0.00 de área total, 47.59 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787708256965
 1444410865381 ;SP ;SAO JOSE DOS CAMPOS ;BOM RETIRO ;RUA JOSE CASTRIOTO, N. 127, Apto 31, BLOCO C ;154.000,00;154.000,00;0.00;Apartamento, 0.00 de área total, 44.39 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444410865381
 1444405254329 ;SP ;SAO JOSE DOS CAMPOS ;URBANOVA VII ;AVENIDA JOSEPHINA SEGATA, N. 351, 0 ;2.050.000,00;2.050.000,00;0.00;Casa, 0.00 de área total, 222.75 de área privativa, 250.00 de área do terreno,  4 qto(s), WC, 2 sala(s), 1 lavabo(s), cozinha, 2 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444405254329
 8444402195753 ;SP ;SAO JOSE DOS CAMPOS ;JARDIM SAO JOSE LESTE ;AVENIDA JOAO GOMES DA SILVA, N. 224, LT 19 QD 25 ;310.000,00;310.000,00;0.00;Casa, 0.00 de área total, 82.73 de área privativa, 161.30 de área do terreno, a.serv, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444402195753
 10170135 ;SP ;SAO JOSE DOS CAMPOS ;FLORADAS DE SAO JOSE ;RUA MATIAS PERES, N. 43, Apto 73A ;669.000,00;669.000,00;0.00;Apartamento, 0.00 de área total, 117.43 de área privativa, 0.00 de área do terreno, 2 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=10170135
 8444400074320 ;SP ;SAO JOSE DOS CAMPOS ;ALTOS DA VILA PAIVA ;RUA CORREGO SENHORINHA, N. 222, LT 25 QD O ;309.500,00;309.500,00;0.00;Casa, 0.00 de área total, 58.10 de área privativa, 125.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 2 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444400074320
 1787701133568 ;SP ;SAO JOSE DOS CAMPOS ;LOTEAMENTO TERRA BRASILIS ;AVENIDA RESEDAS, N. 201, Apto 28, BL B ;248.000,00;248.000,00;0.00;Apartamento, 0.00 de área total, 48.00 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1787701133568
 8444414472358 ;SP ;SAO JOSE DOS CAMPOS ;CAMPO DOS ALEMAES ;RUA CABO GERALDO RIBEIRO DA SILVA, N. 230, LT 36, QD 91 ;252.857,69;245.500,00;0.00;Casa, 0.00 de área total, 122.98 de área privativa, 140.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444414472358
 8787702977598 ;SP ;SAO JOSE DOS CAMPOS ;JARDIM SAO JOSE II ;RUA  DANILO EDUARDO RIOS RAMOS, N. 911, Apto 1, BL 05 ;186.921,58;180.000,00;0.00;Apartamento, 0.00 de área total, 47.86 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787702977598
 8787703986264 ;SP ;SAO JOSE DOS CAMPOS ;RESIDENCIAL FREI GALVAO ;AVENIDA DAS OLIVEIRAS, N. 151, Apto 401, BL 09 ;206.794,36;197.032,36;0.00;Apartamento, 0.00 de área total, 40.28 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787703986264
 8555538300321 ;SP ;SAO JOSE DOS CAMPOS ;JARDIM NOVA MICHIGAN ;ESTRADA MUNICIPAL DO MATO DENTRO, N. SN, Apto 201, BL 14 ;157.646,82;150.000,00;0.00;Apartamento, 0.00 de área total, 40.28 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555538300321
 8555539107320 ;SP ;SAO JOSE DOS CAMPOS ;JARDIM NOVA MICHIGAN ;ESTRADA DO MATO DENTRO, N. 1800, Apto 102, BL 07 VG 96 ;205.516,04;190.000,00;0.00;Apartamento, 0.00 de área total, 40.28 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555539107320
 8787702284770 ;SP ;SAO JOSE DOS CAMPOS ;JARDIM SAO JOSE II ;RUA DANILO EDUARDO RIOS RAMOS, N. 911, Apto 12, BL 04 ;187.023,67;172.817,16;0.00;Apartamento, 0.00 de área total, 47.86 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787702284770
 8444410047075 ;SP ;SAO JOSE DOS CAMPOS ;JARDIM RODOLFO ;RUA OTACILIO ALVES CALDEIRA, N. 74, QDC LT11 ;392.744,58;360.000,00;0.00;Casa, 0.00 de área total, 69.75 de área privativa, 132.00 de área do terreno,  3 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444410047075
 8444421367149 ;SP ;SAO JOSE DOS CAMPOS ;PARQUE NOVO HORIZONTE ;RUA DAS DATILOGRAFAS, N. 352, LOT 17 QUAD 42 ;237.998,96;218.000,00;0.00;Casa, 0.00 de área total, 53.96 de área privativa, 191.34 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 3 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444421367149
 8787703693690 ;SP ;SAO JOSE DOS CAMPOS ;JARDIM SAO JOSE II ;RUA DANILO EDUARDO RIOS RAMOS, N. 911, Apto 32, BL 01 ;186.921,58;169.000,00;0.00;Apartamento, 0.00 de área total, 47.86 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787703693690
 1444416319338 ;SP ;SAO JOSE DOS CAMPOS ;JARDIM SATELITE ;RUA SCUTUM, N. 431, LT 919 QD 13 ;354.470,07;320.208,00;0.00;Casa, 0.00 de área total, 40.00 de área privativa, 250.00 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444416319338
 8444414391200 ;SP ;SAO JOSE DOS CAMPOS ;PARQUE RESIDENCIAL AQUARIUS ;AVENIDA CASSIANO RICARDO, N. 735, Apto 15, 1 ANDAR VAGA 15 ;370.270,00;330.000,00;0.00;Apartamento, 0.00 de área total, 54.78 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444414391200
 8555533335038 ;SP ;SAO JOSE DOS CAMPOS ;CONJUNTO RESIDENCIAL TRINTA E UM DE MARC ;RUA JOSE COBRA, N. 332, Apto 301, BL 01 ;280.631,00;250.000,00;0.00;Apartamento, 0.00 de área total, 43.64 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555533335038
 8444415625352 ;SP ;SAO JOSE DOS CAMPOS ;CONDOMINIO SPAZIO CAMPO AZULI ;RUA SEBASTIAO SORATO, N. 50, Apto 404, TIPO9 4PAV BL 01 VG 199 ;296.449,25;263.000,00;0.00;Apartamento, 0.00 de área total, 54.36 de área privativa, 0.00 de área do terreno,  1 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444415625352
 8787709803528 ;SP ;SAO JOSE DOS CAMPOS ;JARDIM TORRAO DE OURO ;RUA WALDEMAR TEIXEIRA, N. 600, Apto 203, BL 07A ;180.563,00;160.000,00;0.00;Apartamento, 0.00 de área total, 38.08 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787709803528
 8444411589734 ;SP ;SAO JOSE DOS CAMPOS ;JARDIM TORRAO DE OURO ;RUA AURORA DE PAULA RIBEIRO, N. 150, QD S10 LOTE 06 P ;219.368,00;183.200,00;0.00;Casa, 0.00 de área total, 24.78 de área privativa, 125.00 de área do terreno,  1 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444411589734
 8555539238328 ;SP ;SAO JOSE DOS CAMPOS ;RESIDENCIAL FREI GALVAO ;RUA DAS MARULAS, N. 51, Apto 202, BL 01 ;224.148,87;184.000,00;0.00;Apartamento, 0.00 de área total, 40.28 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555539238328
 8787703434377 ;SP ;SAO JOSE DOS CAMPOS ;JARDIM SAO JOSE II ;RUA DANILO EDUARDO RIOS RAMOS, N. 911, Apto 22, BL 05 ;188.598,00;151.100,00;0.00;Apartamento, 0.00 de área total, 47.86 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787703434377
 8444418296015 ;SP ;SAO JOSE DOS CAMPOS ;JARDIM SATELITE ;RUA ANTARES, N. 145, Apto 3-30, BLOCO E ;233.387,81;178.350,00;0.00;Apartamento, 0.00 de área total, 46.55 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444418296015
 8444413277632 ;SP ;SAO JOSE DOS CAMPOS ;JARDIM MINAS GERAIS ;RUA VALTER LUIZ PEREIRA ANTIGA RUA 01, N. 63, LT 11 QD D ;308.722,00;235.000,00;0.00;Casa, 0.00 de área total, 64.28 de área privativa, 126.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444413277632
 8444400550530 ;SP ;SAO JOSE DOS CAMPOS ;JARDIM SANTA INES III ;RUA ALBENZIO ROMANCINI, N. 681, Apto 5, BL A ;244.752,04;185.000,00;0.00;Apartamento, 0.00 de área total, 52.63 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444400550530
 1444400866962 ;SP ;SAO JOSE DOS CAMPOS ;JARDIM AMERICANO ;AVENIDA PRESIDENTE TANCREDO NEVES, N. 1251, Apto 75, 0 ;306.170,67;230.000,00;0.00;Apartamento, 0.00 de área total, 48.25 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444400866962
 8444415715505 ;SP ;SAO JOSE DOS CAMPOS ;JARDIM ISMENIA ;RUA UBERLANDI, N. 500, Apto 62, TIPO2 6PAV BL F VG 242 ;296.905,00;214.000,00;0.00;Apartamento, 0.00 de área total, 46.87 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444415715505
 8444410573206 ;SP ;SAO JOSE DOS CAMPOS ;RESIDENCIAL ARMANDO MOREIRA RIGHI ;RUA MARIA ISABEL DA SILVA, N. 263, CS 01 ;306.337,00;220.000,00;0.00;Casa, 0.00 de área total, 67.12 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444410573206
 8444407439952 ;SP ;SAO JOSE DOS CAMPOS ;RESIDENCIAL JATOBA ;RUA JOSE MAGALHAES RABELO, N. 87, QD 39K LT 07 ;336.019,14;233.000,00;0.00;Casa, 0.00 de área total, 78.14 de área privativa, 150.00 de área do terreno, 1 sala(s), cozinha, 2 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444407439952
 8444400024005 ;SP ;SAO JOSE DOS CAMPOS ;JARDIM MARIANA I ;RUA SILVIA APARECIDA DA SILVA NASCIMENTO, N. 106, 0 ;217.112,63;150.220,64;0.00;Casa, 0.00 de área total, 59.45 de área privativa, 126.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444400024005
 1274100000780 ;SP ;SAO JOSE DOS CAMPOS ;CIDADE VISTA VERDE ;RUA CIDADE DE BRASILIA, N. 374 ;634.929,94;390.000,00;0.00;Casa, 0.00 de área total, 140.00 de área privativa, 250.00 de área do terreno,  3 qto(s), WC, cozinha, 2 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1274100000780
 8444425253709 ;SP ;SAO JOSE DOS CAMPOS ;JARDIM DOS BANDEIRANTES ;RUA OSVALDO GONCALVES TOLEDO, N. SN, LT 23 QD G ;232.133,02;92.252,82;0.00;Terreno, 0.00 de área total, 0.00 de área privativa, 149.50 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444425253709
 10147310 ;SP ;SAO MANUEL ;SAO MANUEL ;RUA MANOEL LEITE DE ALMEIDA N SN, N. SN, QUADRA H LOTE 19 ;100.146,60;138.000,00;27.43;Terreno, 0.00 de área total, 0.00 de área privativa, 360.00 de área do terreno.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=10147310
 10007714 ;SP ;SAO PAULO ;CIDADE SATELITE SANTA BARBARA ;RUA SOL, QD 38, LT 37-A ;15.411,80;263.000,00;94.14;Terreno, 0.00 de área total, 0.00 de área privativa, 150.00 de área do terreno.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=10007714
 1444408220530 ;SP ;SAO PAULO ;JARDIM VARGINHA ;RUA SERENATA A BRASILEIRA, N. 10, LT 10 QD J ;218.635,20;432.000,00;49.39;Casa, 0.00 de área total, 120.00 de área privativa, 1610.00 de área do terreno,  3 qto(s), varanda, a.serv, WC, 1 sala(s), 1 lavabo(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444408220530
 1555536977717 ;SP ;SAO PAULO ;JARDIM IRIS ;AVENIDA RAIMUNDO PEREIRA DE MAGALHAES, N. 1720, Apto 65, BL G 6 ANDAR ;175.945,00;319.900,00;45.00;Apartamento, 0.00 de área total, 60.90 de área privativa, 0.00 de área do terreno,  3 qto(s), WC, 1 sala(s), 1 lavabo(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1555536977717
 8555535067294 ;SP ;SAO PAULO ;COLONIA ;RUA AGRIMENSOR SUGAYA, N. 1203, Apto 24 -, 2 PAVIMENTO ;89.780,40;162.000,00;44.58;Apartamento, 0.00 de área total, 38.72 de área privativa, 0.00 de área do terreno.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555535067294
 1555536444565 ;SP ;SAO PAULO ;JARDIM CASA GRANDE ;RUA SATELITE DIONEIA (ANTIGA ESTRADA 3), N. S/N, LT 05, QD G ;297.238,00;535.178,26;44.47;Terreno, 0.00 de área total, 0.00 de área privativa, 1143.79 de área do terreno.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1555536444565
 1555527764358 ;SP ;SAO PAULO ;BOM RETIRO ;RUA MATARAZZO, N. 280 ;5.891.127,80;10.607.000,00;44.46;Prédio, 0.00 de área total, 2217.00 de área privativa, 796.00 de área do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1555527764358
 1555527377494 ;SP ;SAO PAULO ;VILA PRUDENTE ;RUA AURELIANO DO AMARAL, N. 246 ;234.378,80;422.000,00;44.46;Casa, 0.00 de área total, 105.00 de área privativa, 125.00 de área do terreno,  3 qto(s), WC, 1 sala(s), 1 lavabo(s), cozinha.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1555527377494
 8118100001281 ;SP ;SAO PAULO ;CAMPOS ELISEOS ;RUA GUAIANASES, N. 139, Apto 22 ;211.832,46;373.800,00;43.33;Apartamento, 0.00 de área total, 62.30 de área privativa, 0.00 de área do terreno,  2 qto(s), varanda, a.serv, WC, cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8118100001281
 8444408132508 ;SP ;SAO PAULO ;GUAIANAZES ;RUA ALFONSO ASTURARO, N. 301, Apto 11, BLOCO E ;67.437,30;119.000,00;43.33;Apartamento, 0.00 de área total, 45.29 de área privativa, 0.00 de área do terreno,  2 qto(s), 1 sala(s), cozinha.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444408132508
 8026000032244 ;SP ;SAO PAULO ;LIMAO ;AVENIDA DEPUTADO EMILIO CARLOS, N. 351, Apto 26, BL 01 ;141.675,00;250.000,00;43.33;Apartamento, 87.17 de área total, 45.75 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8026000032244
 8444419380168 ;SP ;SAO PAULO ;CIDADE TIRADENTES ;RUA R REI DAVI, N. 20, Apto 24-A ;81.604,80;144.000,00;43.33;Apartamento, 57.00 de área total, 51.90 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444419380168
 10011833 ;SP ;SAO PAULO ;CAMPOS ELISEOS ;AVENIDA RIO BRANCO, N. 736/738, UNIDADE 11 E 12 ;344.233,94;587.630,50;41.43;Sala, 0.00 de área total, 153.22 de área privativa, 0.00 de área do terreno, varanda, WC, 6 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=10011833
 10009723 ;SP ;SAO PAULO ;CHACARA CALIFORNIA ;RUA PINHALZINHO, N. 290 ;539.709,66;921.320,69;41.43;Comercial, 0.00 de área total, 420.00 de área privativa, 210.00 de área do terreno, WC, 2 sala(s).;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=10009723
 10008473 ;SP ;SAO PAULO ;JAGUARE ;RUA VICENTE FERREIRA, N. 90, LT 11 QD 02 ;1.045.653,00;1.785.000,00;41.42;Comercial, 577.00 de área total, 577.00 de área privativa, 433.00 de área do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=10008473
 10136713 ;SP ;SAO PAULO ;JARDIM CASA GRANDE ;RUA SATELITE DIONEIA, LT 06 QD G ;344.157,50;587.500,00;41.42;Terreno, 0.00 de área total, 0.00 de área privativa, 1223.53 de área do terreno.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=10136713
 1555525392852 ;SP ;SAO PAULO ;VILA MATILDE ;AVENIDA OLGA FADEL ABARCA, N. 430, Apto 504, BLOCO 2 ;146.382,86;243.971,43;40.00;Apartamento, 0.00 de área total, 43.27 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1555525392852
 8555534351835 ;SP ;SAO PAULO ;JD IPANEMA ;AVENIDA  ALEXIOS JAFET, N. 595, Apto 43, TORRE 6 ;108.000,00;180.000,00;40.00;Apartamento, 83.82 de área total, 38.72 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555534351835
 8555534369653 ;SP ;SAO PAULO ;JARDIM IPANEMA VILA ;AVENIDA ALEXIOS JAFET N 595 APARTAMENTO 32 PAVIMEN, N. 595, Apto 32, PAV 3 T 5 ;108.000,00;180.000,00;40.00;Apartamento, 0.00 de área total, 38.72 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555534369653
 8787703143208 ;SP ;SAO PAULO ;JARDIM ALTO ALEGRE S ;AVENIDA BENTO GUELFI N 1800 APARTAMENTO 404 PAVIME, N. 1800, Apto 404, PAV 4 TORRE 2 ;94.200,00;157.000,00;40.00;Apartamento, 0.00 de área total, 49.58 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787703143208
 8787705245164 ;SP ;SAO PAULO ;JARDIM BOA VISTA ZON ;RUA KENKITI SHIMOMOTO NUMERO 1600 APARTAMENTO 76 B, N. 1600, Apto 76, PAV 07 BL 04 ;105.600,00;176.000,00;40.00;Apartamento, 0.00 de área total, 40.20 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787705245164
 8444416081500 ;SP ;SAO PAULO ;CIDADE SATELITE SANTA BARBARA ;RUA CADENCIA ANTIGA RUA ALTAIR N 190 APARTAMENTO 3, N. 190, Apto 31, TP B PAV 3 BL 13 ED TUCANO ;101.400,00;169.000,00;40.00;Apartamento, 0.00 de área total, 51.68 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444416081500
 8787704656454 ;SP ;SAO PAULO ;GUAIANAZES ;AVENIDA AVENIDA BENTO GUELFI, N. 1800, Apto A07, PAVIMENTO 1 TORRE 02 ;93.600,00;156.000,00;40.00;Apartamento, 0.00 de área total, 49.58 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787704656454
 1555500617281 ;SP ;SAO PAULO ;VILA PRIMAVERA ;RUA GREGORI FEIGE, N. 121 ;448.200,00;747.000,00;40.00;Casa, 0.00 de área total, 213.10 de área privativa, 125.00 de área do terreno,  3 qto(s), varanda, a.serv, WC, 1 sala(s), 1 lavabo(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1555500617281
